収容局,ケーブル名,備考,経度,緯度
内野,Eケーブル,東線_4,138.9365664,37.86079963
内野,Eケーブル,東線_5,138.9373462,37.86028064
内野,Eケーブル,東線_6,138.9381645,37.85974338
内野,Eケーブル,東線_6-2,138.9386316,37.8595012
内野,Eケーブル,東線_7,138.9387099,37.85921808
内野,Eケーブル,東線_9,138.9391774,37.85769634
内野,Eケーブル,東線_10,138.9385372,37.85729163
内野,Eケーブル,東線_11,138.9377174,37.8569345
内野,Eケーブル,東線_12,138.9379201,37.85610174
内野,Eケーブル,東線_13,138.9381968,37.85548413
内野,Eケーブル,東線_14,138.9389508,37.85472964
内野,Fケーブル,西線_2,138.9326552,37.86510992
内野,Fケーブル,西線_4,138.9324351,37.86655087
内野,Fケーブル,三の町線_2,138.9301177,37.86528135
内野,Fケーブル,三の町線_4,138.9275863,37.86373397
内野,Fケーブル,三の町線_6,138.9268934,37.8616433
内野,Fケーブル,三の町線_8,138.9271397,37.85874287
内野,Fケーブル,下大川前線_6,139.0542094,37.92597923
内野,Gケーブル,東線_1,138.9335429,37.86333716
内野,Gケーブル,東線_2,138.9344752,37.86244215
内野,Gケーブル,東線_3,138.9354564,37.86157852
内野,Gケーブル,東線_4,138.9365664,37.86079963
内野,Gケーブル,東線_8,138.9385481,37.85850157
内野,Gケーブル,駅前線_1,138.9383418,37.85817466
内野,Gケーブル,駅前線_2,138.9370447,37.85769195
内野,Gケーブル,東線_12,138.9379201,37.85610174
内野,Gケーブル,東線_14,138.9389508,37.85472964
内野,Gケーブル,東線_15,138.9403069,37.85375515
内野,Gケーブル,東線_17,138.9434889,37.85269136
内野,Gケーブル,東線_18,138.944388,37.85212227
内野,Gケーブル,東線_19,138.943976,37.85048483
内野,Gケーブル,東線_20,138.9444562,37.84870664
内野,Gケーブル,東線_21,138.9451016,37.84657896
内野,Gケーブル,東線_22,138.9454607,37.84664412
内野,Gケーブル,東線_23,138.9458216,37.84602613
内野,Gケーブル,東線_24,138.9458598,37.84455334
内野,Gケーブル,東線_25,138.9458197,37.84288659
内野,Gケーブル,東線_26,138.9473685,37.84332839
内野,Gケーブル,東線_27,138.947019,37.84121931
内野,Gケーブル,東線_28,138.9464534,37.83906559
内野,Gケーブル,東線_29,138.9455093,37.83795552
内野,Gケーブル,東線_30,138.9446046,37.83594398
内野,Gケーブル,東線_35,138.9347245,37.82915519
内野,Gケーブル,東線_36,138.9330193,37.82815656
内野,Gケーブル,局内,138.9341441,37.8644202
内野,Gケーブル,東線_1,138.9335429,37.86333716
内野,Gケーブル,東線_2,138.9344752,37.86244215
内野,Gケーブル,東線_3,138.9354564,37.86157852
内野,Gケーブル,東線_4,138.9365664,37.86079963
内野,Gケーブル,東線_6,138.9381645,37.85974338
内野,Gケーブル,東線_6-2,138.9386316,37.8595012
内野,Gケーブル,東線_7,138.9387099,37.85921808
内野,Gケーブル,東線_8,138.9385481,37.85850157
内野,Gケーブル,駅前線_2,138.9370447,37.85769195
内野,Gケーブル,東線_12,138.9379201,37.85610174
内野,Gケーブル,東線_14,138.9389508,37.85472964
内野,Gケーブル,東線_15,138.9403069,37.85375515
内野,Gケーブル,東線_16,138.9415035,37.85355439
内野,Gケーブル,東線_17,138.9434889,37.85269136
内野,Gケーブル,東線_18,138.944388,37.85212227
内野,Gケーブル,東線_19,138.943976,37.85048483
内野,Gケーブル,東線_20,138.9444562,37.84870664
内野,Gケーブル,東線_21,138.9451016,37.84657896
内野,Gケーブル,東線_22,138.9454607,37.84664412
内野,Gケーブル,東線_24,138.9458598,37.84455334
内野,Gケーブル,東線_25,138.9458197,37.84288659
内野,Gケーブル,東線_26,138.9473685,37.84332839
内野,Gケーブル,東線_27,138.947019,37.84121931
内野,Gケーブル,東線_28,138.9464534,37.83906559
内野,Gケーブル,東線_29,138.9455093,37.83795552
内野,Gケーブル,東線_30,138.9446046,37.83594398
内野,Gケーブル,東線_31,138.9431566,37.83418024
内野,Gケーブル,東線_32,138.9413967,37.83270695
内野,Gケーブル,東線_33,138.9394016,37.83120892
内野,Gケーブル,東線_34,138.9371973,37.83009809
内野,Gケーブル,東線_35,138.9347245,37.82915519
内野,Gケーブル,東線_36,138.9330193,37.82815656
内野,Gケーブル,東線_37,138.9321525,37.82684865
内野,Gケーブル,東線_31,138.9431566,37.83418024
内野,Gケーブル,東線_32,138.9413967,37.83270695
内野,Gケーブル,東線_33,138.9394016,37.83120892
内野,Gケーブル,東線_34,138.9371973,37.83009809
内野,Hケーブル,局,138.9341441,37.8644202
内野,Hケーブル,東線_1,138.9335429,37.86333716
内野,Hケーブル,東線_2,138.9344752,37.86244215
内野,Hケーブル,東線_3,138.9354564,37.86157852
内野,Hケーブル,東線_4,138.9365664,37.86079963
内野,Hケーブル,東線_6,138.9381645,37.85974338
内野,Hケーブル,東線_6-2,138.9386316,37.8595012
内野,Hケーブル,東線_7,138.9387099,37.85921808
内野,Hケーブル,東線_8,138.9385481,37.85850157
内野,Hケーブル,駅前線_1,138.9383418,37.85817466
内野,Hケーブル,駅前線_2,138.9370447,37.85769195
内野,Hケーブル,東線_12,138.9379201,37.85610174
内野,Hケーブル,南線_2,138.9364735,37.85544633
内野,Hケーブル,南線_4,138.9349837,37.85476629
内野,Hケーブル,南線_5,138.9338445,37.85418863
内野,Hケーブル,南線_6,138.9326393,37.85361017
内野,Hケーブル,南線_8,138.9310028,37.85247811
内野,Hケーブル,南線_9,138.929859,37.85196283
内野,Hケーブル,南線_11,138.9279022,37.85109329
内野,Hケーブル,南線_12,138.9273577,37.85188072
内野,Hケーブル,南線_13,138.926654,37.85153133
内野,Hケーブル,南線_13D,138.926373,37.85140703
内野,Hケーブル,南線_14,138.9255822,37.85103651
内野,Hケーブル,南線_15,138.9247172,37.85062307
内野,Hケーブル,南線_17,138.9220622,37.84937117
内野,Hケーブル,南線_18,138.9205439,37.84864943
内野,Hケーブル,南線_19,138.9192859,37.84803743
内野,Hケーブル,南線_19-1,138.9185263,37.84768906
内野,Hケーブル,南線_21,138.9157412,37.84632401
内野,Hケーブル,南線_22,138.9138591,37.84550008
内野,Hケーブル,南線_23,138.9120181,37.84451699
内野,Hケーブル,南線_24,138.9103418,37.84330458
内野,Hケーブル,南線_25,138.9081965,37.84228443
内野,Hケーブル,南幹_91,138.9081912,37.84242156
内野,Hケーブル,南線_20,138.9173388,37.8471075
内野,Hケーブル,南線_21,138.9157412,37.84632401
内野,Hケーブル,中浜線_1,138.9154299,37.84671583
内野,Hケーブル,中浜線_2,138.9132207,37.84565746
内野,Iケーブル,西線_1,138.9328497,37.86439614
内野,Iケーブル,局前線_3,138.9344637,37.86487217
内野,Iケーブル,新大線_2-1,138.9362351,37.8646989
内野,Iケーブル,新大線_3,138.9370189,37.86342671
内野,Iケーブル,新大線_4,138.9382816,37.86313663
内野,Iケーブル,新大線_3,138.9370189,37.86342671
内野,Iケーブル,新大線_4,138.9382816,37.86313663
内野,Iケーブル,大学南線_1,138.9386406,37.86200996
内野,Iケーブル,西線_2,138.9326552,37.86510992
内野,Jケーブル,西線_1,138.9328497,37.86439614
内野,Jケーブル,局前線_3,138.9344637,37.86487217
内野,Jケーブル,新大線_2-1,138.9362351,37.8646989
内野,Jケーブル,新大線_3,138.9370189,37.86342671
内野,Jケーブル,新大線_4,138.9382816,37.86313663
内野,Jケーブル,新大線_5,138.9398078,37.86413901
内野,Jケーブル,有明台線_54,138.9424462,37.8655477
内野,Jケーブル,有明台線_53,138.9447986,37.86663384
内野,Jケーブル,有明台線_51-1,138.9467939,37.86757637
内野,Jケーブル,有明台線_51,138.9478304,37.86803609
内野,Jケーブル,有明台線_50,138.9492664,37.8687047
内野,Jケーブル,新大線_5,138.9398078,37.86413901
内野,Jケーブル,有明台線_54,138.9424462,37.8655477
内野,Jケーブル,有明台線_53,138.9447986,37.86663384
内野,Jケーブル,有明台線_51-1,138.9467939,37.86757637
内野,Kケーブル,局,138.9341441,37.8644202
内野,Kケーブル,西線_1,138.9328497,37.86439614
内野,Kケーブル,局前線_2,138.9332853,37.86480245
内野,Kケーブル,局前線_3,138.9344637,37.86487217
内野,Kケーブル,新大線_2-1,138.9362351,37.8646989
内野,Kケーブル,新大線_3,138.9370189,37.86342671
内野,Kケーブル,新大線_4,138.9382816,37.86313663
内野,Kケーブル,新大線_5,138.9398078,37.86413901
内野,Kケーブル,有明台線_54,138.9424462,37.8655477
内野,Kケーブル,有明台線_53,138.9447986,37.86663384
内野,Kケーブル,有明台線_51-1,138.9467939,37.86757637
内野,Kケーブル,有明台線_51,138.9478304,37.86803609
内野,Kケーブル,新大線_2,138.9361302,37.86507423
内野,Kケーブル,新大線_1,138.9355209,37.86728534
内野,Kケーブル,西線_7,138.9350156,37.86844324
内野,Kケーブル,西線_9,138.936697,37.87039261
内野,Kケーブル,西線_11,138.9385708,37.87197776
内野,Kケーブル,西線_13,138.9409932,37.87263893
内野,Kケーブル,西線_15,138.9437698,37.87352214
内野,Kケーブル,西線_16,138.9448677,37.87377011
内野,Kケーブル,西線_6,138.9340086,37.86781061
内野,Kケーブル,西線_5,138.9331223,37.86699394
坂井輪南,Aケーブル,南線_3-1,138.9655943,37.87204499
坂井輪南,Aケーブル,南線_5,138.9636411,37.87123114
坂井輪南,Aケーブル,石中線_1,138.9627791,37.87250827
坂井輪南,Aケーブル,石中線_3,138.961696,37.87400205
坂井輪南,Aケーブル,石中線_4,138.9602741,37.87331627
坂井輪南,Aケーブル,石中線_5,138.958872,37.87256529
坂井輪南,Aケーブル,石中線_6,138.9578053,37.8720099
坂井輪南,Aケーブル,石中線_7,138.9569103,37.8730621
坂井輪南,Aケーブル,石中線_8,138.9560241,37.87444854
坂井輪南,Aケーブル,石中線_9,138.9552639,37.87466893
坂井輪南,Aケーブル,石中線_11,138.9530949,37.87588339
坂井輪南,Bケーブル,局,138.968139,37.8725239
坂井輪南,Bケーブル,南線_3-1,138.9655943,37.87204499
坂井輪南,Bケーブル,新通線_1,138.9661648,37.87037631
坂井輪南,Bケーブル,新通線_2,138.9665816,37.86925117
坂井輪南,Bケーブル,新通線_3,138.9648557,37.86911385
坂井輪南,Bケーブル,新通線_4,138.9623588,37.86875335
坂井輪南,Bケーブル,新通線_5,138.9600454,37.86756616
坂井輪南,Bケーブル,新通線_6,138.9586264,37.86619429
坂井輪南,Bケーブル,新通線_7,138.957144,37.86582263
坂井輪南,Bケーブル,新通線_8,138.9575882,37.86513385
坂井輪南,Bケーブル,砂山分_1,138.9661983,37.87240335
坂井輪南,Cケーブル,局,138.968139,37.8725239
坂井輪南,Cケーブル,南線_2,138.9672812,37.87273099
坂井輪南,Cケーブル,北線_1,138.9685023,37.87323883
坂井輪南,Cケーブル,北線_2,138.9699013,37.87380675
坂井輪南,Cケーブル,北線_3,138.97108,37.87439468
坂井輪南,Cケーブル,北線_5,138.9723019,37.87529834
坂井輪南,Cケーブル,北線_6,138.9715143,37.8762255
坂井輪南,Cケーブル,北線_7,138.9716769,37.87638245
坂井輪南,Cケーブル,北線_11,138.9705617,37.87790854
坂井輪南,Cケーブル,有明台線_35,138.9698178,37.8787115
坂井輪南,Cケーブル,北線_12,138.9692326,37.87928442
坂井輪南,Cケーブル,北線_13,138.9706263,37.88028387
坂井輪南,Cケーブル,北線_14,138.9701258,37.88135467
坂井輪南,Cケーブル,北線_15,138.9689998,37.88267922
坂井輪南,Cケーブル,五十嵐浜線_1,138.967899,37.88455782
坂井輪南,Cケーブル,五十嵐浜線_3,138.9655872,37.88363814
坂井輪南,Cケーブル,有明台線_34,138.971102,37.87951734
坂井輪南,Cケーブル,有明台線_33,138.9723807,37.88029942
坂井輪南,Cケーブル,有明台線_32,138.9737974,37.88111715
坂井輪南,Dケーブル,北線_11,138.9705617,37.87790854
坂井輪南,Dケーブル,有明台線_35,138.9698178,37.8787115
坂井輪南,Dケーブル,有明台線_36,138.9684987,37.87788743
坂井輪南,Dケーブル,有明台線_37,138.9671224,37.87713596
坂井輪南,Dケーブル,有明台線_38,138.9655674,37.87650147
坂井輪南,Dケーブル,有明台線_39,138.9643034,37.87650147
坂井輪南,Dケーブル,有明台線_40,138.9627622,37.87557273
坂井輪南,Dケーブル,有明台線_40-1,138.9616336,37.8751352
坂井輪南,Dケーブル,有明台40分線_1,138.9601914,37.87654579
坂井輪南,Dケーブル,有明台線_39-2,138.9637889,37.87730059
坂井輪南,Dケーブル,北線_1,138.9685023,37.87323883
坂井輪南,Dケーブル,北線_4,138.9722115,37.87513019
坂井輪南,Dケーブル,北線_5,138.9723019,37.87529834
坂井輪南,Dケーブル,北線_6,138.9715143,37.8762255
坂井輪南,Dケーブル,北線_7,138.9716769,37.87638245
坂井輪南,Eケーブル,北線_1,138.9685023,37.87323883
坂井輪南,Eケーブル,北線_3,138.97108,37.87439468
坂井輪南,Eケーブル,北線_5,138.9723019,37.87529834
坂井輪南,Eケーブル,北5分線_2,138.9748605,37.87267838
坂井輪南,Eケーブル,北5分線_3,138.9761841,37.87125592
坂井輪南,Eケーブル,駅前団地線_1,138.9777813,37.8726974
坂井輪南,Eケーブル,駅前団地線_2,138.9796045,37.87421955
坂井輪南,Eケーブル,駅前団地線_1,138.9777813,37.8726974
坂井輪南,Fケーブル,局,138.968139,37.8725239
坂井輪南,Fケーブル,南線_1,138.9682533,37.87314457
坂井輪南,Fケーブル,新町線_2,138.9692003,37.87502177
坂井輪南,Fケーブル,北線_7,138.9716769,37.87638245
坂井輪南,Fケーブル,久永線_2,138.9742328,37.87781104
坂井輪南,Fケーブル,久永線_4,138.9756352,37.87729025
坂井輪南,Fケーブル,久永線_5,138.9775126,37.8757751
坂井輪南,Fケーブル,久永線_6,138.9784303,37.87656498
坂井輪南,Fケーブル,久永線_4,138.9756352,37.87729025
坂井輪南,Fケーブル,久永4分線_1,138.9768879,37.8782992
坂井輪南,Fケーブル,久永4分線_2,138.9779684,37.87949736
坂井輪南,Gケーブル,南線_3,138.9660062,37.87220801
坂井輪南,Gケーブル,南線_5,138.9636411,37.87123114
坂井輪南,Gケーブル,石中線_1,138.9627791,37.87250827
坂井輪南,Gケーブル,石中線_3,138.961696,37.87400205
坂井輪南,Gケーブル,南ケ丘線_3,138.9587486,37.87064813
坂井輪南,Gケーブル,南ケ丘線_4,138.9565526,37.86965234
坂井輪南,Gケーブル,下大川前線_6,139.0542094,37.92597923
坂井輪南,Hケーブル,北線_1,138.9685023,37.87323883
坂井輪南,Hケーブル,北線_5,138.9723019,37.87529834
坂井輪南,Hケーブル,北線_7,138.9716769,37.87638245
坂井輪南,Hケーブル,北線_8,138.9711169,37.87711717
坂井輪南,Hケーブル,北線_9,138.9709309,37.87741903
坂井輪南,Hケーブル,北線_9-1,138.9710754,37.87749841
坂井輪南,Hケーブル,北線_9-2,138.9709808,37.8776347
坂井輪南,Hケーブル,北線_10,138.9708454,37.87752481
坂井輪南,Hケーブル,北線_11,138.9705617,37.87790854
坂井輪南,Hケーブル,有明台線_35,138.9698178,37.8787115
坂井輪南,Hケーブル,北線_12,138.9692326,37.87928442
坂井輪南,Hケーブル,北線_15,138.9689998,37.88267922
坂井輪南,Hケーブル,五十嵐線_16,138.9701998,37.88561785
坂井輪南,Hケーブル,五十嵐線_15-1,138.9718403,37.88624346
坂井輪南,Hケーブル,興人団地線_1,138.9707359,37.88824705
坂井輪南,Hケーブル,興人団地線_2,138.9688477,37.8873902
坂井輪南,Iケーブル,北線_1,138.9685023,37.87323883
坂井輪南,Iケーブル,北線_5,138.9723019,37.87529834
坂井輪南,Iケーブル,北線_7,138.9716769,37.87638245
坂井輪南,Iケーブル,北線_9,138.9709309,37.87741903
坂井輪南,Iケーブル,北線_9-2,138.9709808,37.8776347
坂井輪南,Iケーブル,北線_10,138.9708454,37.87752481
坂井輪南,Iケーブル,北線_11,138.9705617,37.87790854
坂井輪南,Iケーブル,有明台線_35,138.9698178,37.8787115
坂井輪南,Iケーブル,北線_12,138.9692326,37.87928442
坂井輪南,Iケーブル,北線_13,138.9706263,37.88028387
坂井輪南,Iケーブル,北線_14,138.9701258,37.88135467
坂井輪南,Iケーブル,北線_15,138.9689998,37.88267922
坂井輪南,Iケーブル,五十嵐浜線_1,138.967899,37.88455782
坂井輪南,Iケーブル,五十嵐浜線_2,138.9667471,37.88412552
坂井輪南,Iケーブル,五十嵐浜線_3,138.9655872,37.88363814
坂井輪南,Iケーブル,五十嵐浜線_5,138.9630151,37.88229993
坂井輪南,Iケーブル,五十嵐浜線_6,138.9617043,37.88159698
坂井輪南,Iケーブル,五十嵐浜線_7,138.9596269,37.88046944
坂井輪南,Iケーブル,五十嵐浜線_9,138.9554212,37.87887562
坂井輪南,Jケーブル,南線_1,138.9682533,37.87314457
坂井輪南,Jケーブル,新町線_2,138.9692003,37.87502177
坂井輪南,Jケーブル,北線_6,138.9715143,37.8762255
坂井輪南,Jケーブル,北線_7,138.9716769,37.87638245
坂井輪南,Jケーブル,北線_8,138.9711169,37.87711717
坂井輪南,Jケーブル,北線_9,138.9709309,37.87741903
坂井輪南,Jケーブル,北線_9-2,138.9709808,37.8776347
坂井輪南,Jケーブル,北線_10,138.9708454,37.87752481
坂井輪南,Jケーブル,有明台線_35,138.9698178,37.8787115
坂井輪南,Jケーブル,有明台線_36,138.9684987,37.87788743
坂井輪南,Jケーブル,有明台線_37,138.9671224,37.87713596
坂井輪南,Jケーブル,有明台線_38,138.9655674,37.87650147
坂井輪南,Jケーブル,有明台線_39,138.9643034,37.87609158
坂井輪南,Jケーブル,有明台線_40,138.9627622,37.87557273
坂井輪南,Jケーブル,有明台線_40-1,138.9616336,37.8751352
坂井輪南,Jケーブル,有明台線_41,138.9612986,37.87492734
坂井輪南,Jケーブル,有明台38分線_1,138.9656642,37.87657049
坂井輪南,Jケーブル,有明台38分線_2,138.9662047,37.87594404
坂井輪南,Jケーブル,北線_12,138.9692326,37.87928442
坂井輪南,Kケーブル,北線_1,138.9685023,37.87323883
坂井輪南,Kケーブル,北線_2,138.9699013,37.87380675
坂井輪南,Kケーブル,北線_5,138.9723019,37.87529834
坂井輪南,Kケーブル,北5分線_1,138.9731733,37.87446336
坂井輪南,Kケーブル,北5分線_2,138.9748605,37.87267838
坂井輪南,Kケーブル,北5分線_3,138.9761841,37.87125592
坂井輪南,Kケーブル,下大川前線_4,139.0543197,37.92436635
坂井輪南,Kケーブル,下大川前線_5,139.0550587,37.92526618
坂井輪南,Kケーブル,下大川前線_5-1,139.0543152,37.92583946
坂井輪南,Kケーブル,下大川前線_6,139.0542094,37.92597923
坂井輪南,Lケーブル,局,138.968139,37.8725239
坂井輪南,Lケーブル,北線_1,138.9685023,37.87323883
坂井輪南,Lケーブル,北線_2,138.9699013,37.87380675
坂井輪南,Lケーブル,北線_5,138.9723019,37.87529834
坂井輪南,Lケーブル,北5分線_1,138.9731733,37.87446336
坂井輪南,Lケーブル,北5分線_2,138.9748605,37.87267838
坂井輪南,Lケーブル,北5分線_3,138.9761841,37.87125592
坂井輪南,Lケーブル,亀貝線_1,138.9773852,37.87008801
坂井輪南,Lケーブル,亀貝線_2,138.9792359,37.86880011
坂井輪南,Lケーブル,亀貝線_3,138.9801111,37.86670053
坂井輪南,Lケーブル,亀貝線_4,138.98089,37.86453394
坂井輪南,Lケーブル,亀貝線_5,138.981446,37.86299182
坂井輪南,Lケーブル,亀貝線_7,138.9819765,37.86195316
坂井輪南,Lケーブル,亀貝線_8,138.9843644,37.86272668
坂井輪南,Lケーブル,亀貝線_9,138.9865035,37.86294803
坂井輪南,Lケーブル,亀貝線_10,138.9871277,37.86276754
坂井輪南,Lケーブル,亀貝線_11,138.9890417,37.86306618
坂井輪南,Lケーブル,亀貝11分線_1,138.9924009,37.86282945
坂井輪南,Lケーブル,亀貝11分線_2,138.9933571,37.86139934
坂井輪南,Mケーブル,南線_3-1,138.9655943,37.87204499
坂井輪南,Mケーブル,新通線_1,138.9661648,37.87037631
坂井輪南,Mケーブル,新通線_2,138.9665816,37.86925117
坂井輪南,Mケーブル,北5分線_6,138.9691043,37.8695985
坂井輪南,Mケーブル,北5分線_5,138.9717971,37.87023544
坂井輪南,Mケーブル,北5分線_4,138.9739146,37.87072432
坂井輪南,Mケーブル,北5分線_3,138.9761841,37.87125592
坂井輪南,Mケーブル,亀貝線_1,138.9773852,37.87008801
坂井輪南,Mケーブル,亀貝線_2,138.9792359,37.86880011
坂井輪南,Mケーブル,亀貝線_3,138.9801111,37.86670053
坂井輪南,Mケーブル,亀貝線_4,138.98089,37.86453394
坂井輪南,Mケーブル,亀貝線_5,138.981446,37.86299182
坂井輪南,Mケーブル,亀貝線_7,138.9819765,37.86195316
坂井輪南,Mケーブル,亀貝線_8,138.9843644,37.86272668
坂井輪南,Mケーブル,亀貝線_9,138.9865035,37.86294803
坂井輪南,Mケーブル,亀貝線_10,138.9871277,37.86276754
坂井輪南,Mケーブル,亀貝線_11,138.9890417,37.86306618
坂井輪南,Mケーブル,亀貝線_12,138.9915051,37.8638039
坂井輪南,Mケーブル,北5分線_5,138.9717971,37.87023544
坂井輪南,Mケーブル,新通線_3,138.9648557,37.86911385
赤塚,Aケーブル,北線_1,138.8868539,37.81403558
赤塚,Aケーブル,北線_2,138.8846829,37.81366753
赤塚,Aケーブル,北線_3,138.8845513,37.81566238
赤塚,Aケーブル,北線_4,138.8832152,37.81621534
赤塚,Aケーブル,北線_6,138.8808242,37.81900606
赤塚,Aケーブル,北線_7,138.8801909,37.82050616
赤塚,Aケーブル,北線_8,138.8797111,37.82197193
赤塚,Aケーブル,北線_9,138.880826,37.8228969
赤塚,Aケーブル,北線_10,138.8828651,37.8243815
赤塚,Aケーブル,北線_11,138.8846011,37.82562828
赤塚,Aケーブル,北線_12,138.8858092,37.82661452
赤塚,Aケーブル,北幹_51,138.8862671,37.82701566
赤塚,Aケーブル,北線_6,138.8808242,37.81900606
赤塚,Aケーブル,北線_7,138.8801909,37.82050616
赤塚,Aケーブル,北線_8,138.8797111,37.82197193
赤塚,Aケーブル,北線_9,138.880826,37.8228969
赤塚,Aケーブル,北幹_8,138.8843973,37.81568055
赤塚,Aケーブル,西幹_1,138.8867943,37.81415225
大野町,Aケーブル,南線_2,139.0145631,37.84574855
大野町,Aケーブル,南線_5,139.0131992,37.84666487
大野町,Aケーブル,南線_7,139.0111373,37.84534904
大野町,Aケーブル,南線_7-1,139.010162,37.84473116
大野町,Aケーブル,緒立線_1,139.0088119,37.8454983
大野町,Aケーブル,緒立線_2,139.0070329,37.84727336
大野町,Aケーブル,緒立線_3,139.0053024,37.84900915
大野町,Aケーブル,緒立線_4,139.00448,37.84965935
大野町,Aケーブル,不明,,
大野町,Aケーブル,南線_8,139.0100244,37.84464779
大野町,Bケーブル,西線_1,139.0167694,37.84768371
大野町,Bケーブル,東線_3,139.0172309,37.84983435
大野町,Bケーブル,柳作線_1,139.0167942,37.85153468
大野町,Bケーブル,柳作線_6,139.0125412,37.85283922
大野町,Bケーブル,柳作線_10,139.0122438,37.85644691
大野町,Bケーブル,柳作線_12,139.0123291,37.85861423
大野町,Bケーブル,柳作線_13,139.0128584,37.8594106
大野町,Bケーブル,柳作線_14,139.0128802,37.8602943
大野町,Bケーブル,柳作線_17,139.0121085,37.86349871
大野町,Bケーブル,柳作線_18,139.0127462,37.86495046
大野町,Bケーブル,柳作線_20,139.0146783,37.86521188
大野町,Bケーブル,柳作線_21,139.0161679,37.86557547
大野町,Cケーブル,柳作線_21,139.0161679,37.86557547
大野町,Cケーブル,局,139.050697,37.9209019
大野町,Cケーブル,下大川前線_1,139.0523552,37.92228379
大野町,Cケーブル,下大川前線_2,139.0527901,37.92285404
大野町,Cケーブル,下大川前線_3,139.0536691,37.92369842
大野町,Cケーブル,下大川前線_4,139.0543197,37.92436635
大野町,Cケーブル,下大川前線_5,139.0550587,37.92526618
大野町,Cケーブル,下大川前線_5-1,139.0543152,37.92583946
大野町,Cケーブル,下大川前線_6,139.0542094,37.92597923
大野町,Dケーブル,局,139.050697,37.9209019
大野町,Dケーブル,下大川前線_1,139.0523552,37.92228379
大野町,Dケーブル,下大川前線_2,139.0527901,37.92285404
大野町,Dケーブル,下大川前線_3,139.0536691,37.92369842
大野町,Dケーブル,下大川前線_4,139.0543197,37.92436635
大野町,Dケーブル,下大川前線_5,139.0550587,37.92526618
大野町,Dケーブル,下大川前線_5-1,139.0543152,37.92583946
大野町,Dケーブル,下大川前線_6,139.0542094,37.92597923
大野町,Eケーブル,局,139.050697,37.9209019
大野町,Eケーブル,下大川前線_1,139.0523552,37.92228379
大野町,Eケーブル,下大川前線_2,139.0527901,37.92285404
大野町,Eケーブル,下大川前線_3,139.0536691,37.92369842
大野町,Eケーブル,下大川前線_4,139.0543197,37.92436635
大野町,Eケーブル,下大川前線_5,139.0550587,37.92526618
大野町,Eケーブル,下大川前線_5-1,139.0543152,37.92583946
大野町,Eケーブル,下大川前線_6,139.0542094,37.92597923
大野町,Fケーブル,局,139.050697,37.9209019
大野町,Fケーブル,下大川前線_1,139.0523552,37.92228379
大野町,Fケーブル,下大川前線_2,139.0527901,37.92285404
大野町,Fケーブル,下大川前線_3,139.0536691,37.92369842
大野町,Fケーブル,下大川前線_4,139.0543197,37.92436635
大野町,Fケーブル,下大川前線_5,139.0550587,37.92526618
大野町,Fケーブル,下大川前線_5-1,139.0543152,37.92583946
大野町,Fケーブル,下大川前線_6,139.0542094,37.92597923
大野町,Gケーブル,局,139.050697,37.9209019
大野町,Gケーブル,下大川前線_1,139.0523552,37.92228379
大野町,Gケーブル,下大川前線_2,139.0527901,37.92285404
大野町,Gケーブル,下大川前線_3,139.0536691,37.92369842
大野町,Gケーブル,下大川前線_4,139.0543197,37.92436635
大野町,Gケーブル,下大川前線_5,139.0550587,37.92526618
大野町,Gケーブル,下大川前線_5-1,139.0543152,37.92583946
大野町,Gケーブル,下大川前線_6,139.0542094,37.92597923
新潟東,Bケーブル,局,139.0616278,37.916583
新潟東,Bケーブル,山ノ下線_1,139.0640411,37.91698906
新潟東,Bケーブル,山ノ下線_2,139.0636151,37.91778393
新潟東,Bケーブル,山ノ下線_5,139.0640679,37.91885033
新潟東,Bケーブル,山ノ下線_7,139.0664335,37.91985488
新潟東,Bケーブル,山ノ下線_9,139.067985,37.92054587
新潟東,Bケーブル,竜ケ島線_2,139.0677614,37.92117761
新潟東,Bケーブル,竜ケ島線_4,139.0670668,37.92319465
新潟東,Bケーブル,竜ケ島線_5,139.0665606,37.92413413
新潟東,Bケーブル,竜ケ島線_6,139.0661525,37.9248351
新潟東,Bケーブル,竜ケ島線_8,139.0655805,37.92601854
新潟東,Bケーブル,山ノ下線_20,139.0662761,37.92684655
新潟東,Bケーブル,山ノ下線_22,139.0676567,37.92876675
新潟東,Bケーブル,山ノ下線_23,139.0684445,37.92988742
新潟東,Bケーブル,山ノ下線_23E,139.0683339,37.93006068
新潟東,Bケーブル,山ノ下線_11,139.069023,37.92098196
新潟東,Bケーブル,竹駒線_1,139.0695876,37.9202591
新潟東,Bケーブル,竹駒線_2,139.0703346,37.92055564
新潟東,Bケーブル,竹駒線_3,139.0723939,37.9211952
新潟東,Gケーブル,山ノ下線_1,139.0640411,37.91698906
新潟東,Gケーブル,山ノ下線_2,139.0636151,37.91778393
新潟東,Gケーブル,山ノ下線_4,139.0630506,37.91842543
新潟東,Gケーブル,流作場線_3,139.0614511,37.91773768
新潟東,Gケーブル,流作場線_5,139.0592143,37.9168521
新潟東,Gケーブル,宮浦線_1,139.0589165,37.916906
新潟東,Gケーブル,宮浦線_2,139.0584687,37.91710546
新潟東,Gケーブル,宮浦線_4,139.0585802,37.91817845
新潟東,Gケーブル,宮浦線_5,139.0587309,37.91906108
新潟東,Gケーブル,宮浦線_6,139.058605,37.91907705
新潟東,Gケーブル,宮浦線_6D,139.0586612,37.91924334
